id,content,keywords
331593,lmao did you get that too dd defi is so far away from all that stuff that ye we had that too,"['decentralized finance', 'defi']"
331607,just different pegging mechanisms i assume u r referring to usdc and not usd,"['usd coin (stablecoin)', 'usdc']"
331610,ah ok i assume he was referring to the fact there can be a bank run on any asset including usd the ust ponzi bankrun meme seems to be the new usdt unbacked meme its held up ok through some heavy drawdowns of course theres a risk but theres a risk with anything,"['tether', 'usdt']"
331632,look at the underlying eip youll probably find clues there,"['ethereum improvement proposal', 'eip']"
331633,everything that launches originates in an eip submission,"['ethereum improvement proposal', 'eip']"
331683,vs our top ct star,"['crypto twitter', 'ct']"
331690,adoption now is in building generational companies transferwise ig etc the space has evolved also why 50th random pool in 20th chain has become irrelevant rn obv market cycles play a role here but zoom out,"['ethereum classic', 'etc']"
331704,isnt it has a same impact as creating any new token as eth gov token and organize snapshot voting for anythingimho it has same effect as web3 voting on the eth forumi mean the whole story here is legitimacy and influence power on eth devsminers from those who are token holders also not sure that such token must be liquid in any way transfersdex esinteresting read anyway,"['ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'nt', 'impact', 'creating', 'new', 'token', 'eth', 'gov', 'token', 'organize', 'snapshot', 'voting', 'anythingimho', 'effect', 'web3', 'voting', 'eth', 'forumi', 'mean', 'story', 'legitimacy', 'influence', 'power', 'eth', 'devsminers', 'token', 'holders', 'sure', 'token', 'liquid', 'way', 'transfersdex', 'esinteresting', 'read']"
331705,if im launching a defi protocol no admin keys fully decentralized from day 1 tokens fairly distributed is there a service that would allow me to host the frontend so that i dont have to take liability for operating the service dont need to think about regulatory stuff or sanctions but would still be reliable for users in that they can trust theres no modification to the code to steal fundsinsert malicious code in any form basically outsourcing the hosting does handshake arweave ipfs solve it,"['decentralized finance', 'defi']"
331740,hi lobsters could you please help me i need 27 goerli eth to continue staking testing but the faucet is broken the website also shows the error maybe you have goerli eth you dont need please send it to 0x0c1b6f40935187dce7acd47dd986b9896ddde8f0,"['ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'hi', 'lobsters', 'help', 'need', '27', 'goerli', 'eth', 'continue', 'staking', 'testing', 'faucet', 'broken', 'website', 'shows', 'error', 'maybe', 'goerli', 'eth', 'nt', 'need', 'send', '0x0c1b6f40935187dce7acd47dd986b9896ddde8f0']"
331741,hey guys do dapps generally use etherscans api or do they build their own tooling to parse data from nodes curious to know if i should recommend the api,"['application programming interface', 'api', 'application programming interface', 'api', 'hey', 'guys', 'dapps', 'generally', 'use', 'etherscans', 'api', 'build', 'tooling', 'parse', 'data', 'nodes', 'curious', 'know', 'recommend', 'api']"
331744,any dapp using an api is at high risk of breaking if the api goes down or puts out bad data for example,"['application programming interface', 'api', 'application programming interface', 'api', 'dapp', 'api', 'high', 'risk', 'breaking', 'api', 'goes', 'puts', 'bad', 'data', 'example']"
331748,i have been hearing about rpc a lot could you please explain whats it and how its different from api sir,"['application programming interface', 'api']"
331762,you can still earn coinlist karma points by performing other actions on their site eg staking trading lending participating in sales etc,"['ethereum classic', 'etc']"
331794,thanks what would the use case for etherscans api be then who actually uses it,"['application programming interface', 'api']"
331826,you telling me radioshack defi isnt a legitimate attempt to revive an industry giant and its connection the worlds most blatant liar and charlatan isnt just coincidental,"['decentralized finance', 'defi']"
331877,thats a terrible example as venus is a scam but anyway double dipping is different in cefi in defi wrapping around in compound fine it is intended for that capital is real you pay fees access is fully open etc double dipping into a kyced undercollateralized protocol gaming the system rekt,"['decentralized finance', 'defi', 'ethereum classic', 'etc', '“wrecked” (meaning major losses)', 'rekt', 's', 'terrible', 'example', 'venus', 'scam', 'double', 'dipping', 'different', 'cefi', 'defi', 'wrapping', 'compound', 'fine', 'intended', 'capital', 'real', 'pay', 'fees', 'access', 'fully', 'open', 'etc', 'double', 'dipping', 'kyced', 'undercollateralized', 'protocol', 'gaming', 'system', 'rekt']"
331881,i think usage of double dipping wrt incentives from same entityprotocol is different than double dipping used in aggregate sense for defi or cefi economies for eg x can give a loan to y and x can use that debt instrument as collateral to lend from z so the economy of x y z here double dipped on the same capital to inflate activity essentially the reason why derivative markets are so big this is totally legit till x y z are separate entities,"['decentralized finance', 'defi']"
331885,as for inflation well designed protocols build in sybil resistance for eg you cant just mine btc without actually spending proportionate electricity most defi protocol emissions are gamed cos real deterrance requires users to spend real to capture value outside incentives kyc is amongst the strongest form of sybil resistance the maple incident was embarassing for the team cos funds were gaming their incentives despite being kyced implying that either the team was dumb or intentionally turning a blind eye to boost marketable activity,"['decentralized finance', 'defi', 'know your customer', 'kyc', 'inflation', 'designed', 'protocols', 'build', 'sybil', 'resistance', 'eg', 'nt', 'btc', 'actually', 'spending', 'proportionate', 'electricity', 'defi', 'protocol', 'emissions', 'gamed', 'cos', 'real', 'deterrance', 'requires', 'users', 'spend', 'real', 'capture', 'value', 'outside', 'incentives', 'kyc', 'strongest', 'form', 'sybil', 'resistance', 'maple', 'incident', 'embarassing', 'team', 'cos', 'funds', 'gaming', 'incentives', 'despite', 'kyced', 'implying', 'team', 'dumb', 'intentionally', 'turning', 'blind', 'eye', 'boost', 'marketable', 'activity']"
331886,as for economies i think in the real world no one today except quants at gs morgan stanley etc have a clue about how the derivatives are all related over what capital base its too large and too complex,"['ethereum classic', 'etc']"
331909,polygon rekt again it seems heimdall layer just stopped working,"['“wrecked” (meaning major losses)', 'rekt']"
331967,rekt should get a statement from binance easier said than done ofc but would make the piece complete fondations should be more open on this obv,"['“wrecked” (meaning major losses)', 'rekt']"
331968,most people that are in deficrypto for a while know exactly what agenda rekt is pushing they are not interested in facts,"['“wrecked” (meaning major losses)', 'rekt']"
331980,neither does geist rekt is tabloid trash,"['“wrecked” (meaning major losses)', 'rekt']"
331997,all l1 except eth are centralized,"['ether (also known as ethereum)', 'eth']"
332006,it is interesting how the word consensus brings joy and spark in the eyes of retail investors i have heard it from gymbros turned brypto shills on youtube more than once i highly doubt they have the slightest idea what is consensus why does it matter etc,"['ethereum classic', 'etc']"
332007,why not use stablecoin wbt eth then those bridge routes are unaffected,"['ether (also known as ethereum)', 'eth']"
332020,rekt should decide if it wants to do objective investigational reporting or exist in a tabloidstyle space they seem to have biases and write in a smug tone that implies an axe to grind,"['“wrecked” (meaning major losses)', 'rekt']"
332021,believe the ppl or person behind rekt indeed do have a specific axe to grind,"['“wrecked” (meaning major losses)', 'rekt']"
332023,if butthurt is a bag would rekt be a whale,"['“wrecked” (meaning major losses)', 'rekt']"
332024,but what do people want more ftm is 1000x from atl,"['all-time low', 'atl']"
332028,rekt is basically just farming engagement and sometimes they do not write about things they could write about because they like themhave bags some things just seem to be outright personal feuds also but overall i enjoy reading their stuff,"['“wrecked” (meaning major losses)', 'rekt']"
332030,rekt is 10 facts 90 julien fiction,"['“wrecked” (meaning major losses)', 'rekt']"
332044,its difficult to blend the two styles together especially when the byline is always the same ie rekt news you cant differentiate between editorializing which is allowed to include opinionsbiases and hard reporting which should stick solely to facts and data,"['“wrecked” (meaning major losses)', 'rekt']"
332045,imagineim writing a new article and its perfectly supported with great evidence but written with lots of silly sarcasm etc wrapping the facts together is this overstylising or a good way to engage readers,"['ethereum classic', 'etc']"
332046,rekt doing easy and cheap journalism of clickbait and half assed assumptions i have seen great articles by them its a shame to see this sort of stuff,"['“wrecked” (meaning major losses)', 'rekt']"
332048,as opposed to a rekt 8020 ratio my silly sarcasm is backed up a 100 fact ratio,"['“wrecked” (meaning major losses)', 'rekt']"
332060,amazing how rekt took the little good will they had and destroyed it for boutelarp personal vendetta,"['“wrecked” (meaning major losses)', 'rekt']"
332062,tldr rekt wrote some bullshit on fantom thats not really true,"['“wrecked” (meaning major losses)', 'rekt']"
332070,rekt has a solana inclination that is also public knowledge whew,"['“wrecked” (meaning major losses)', 'rekt']"
332076,then youll never use a chain because all have had issues at one point including eth,"['ether (also known as ethereum)', 'eth']"
332083,blabla at this point btc and eth had issues too i am not excusing other chains not a fan but semiarguments are lame onto something else this chain fighting is retarded af thanks,"['ether (also known as ethereum)', 'eth']"
332093,whereas eth has numerous clients,"['ether (also known as ethereum)', 'eth']"
332112,meh second time they do a hit piece on andres teams last time was the cream hack if im not wrong now this there is only so much apologizes can do its sad i used to love rekt,"['“wrecked” (meaning major losses)', 'rekt']"
332116,um do you need to kyc to get an anchor account,"['know your customer', 'kyc']"
332175,yeah eth like many other networks atm is merely pseudonymous,"['ether (also known as ethereum)', 'eth']"
332205,if basing on tvl to say a network undervalued eth is overvalued,"['ether (also known as ethereum)', 'eth']"
332216,web2 companies playing kyc aml without understanding what they are doing is typical your local post office will want to check your dna and etc nothing new nothing to discuss,"['know your customer', 'kyc', 'anti-money laundering', 'aml', 'ethereum classic', 'etc', 'web2', 'companies', 'playing', 'kyc', 'aml', 'understanding', 'typical', 'local', 'post', 'office', 'want', 'check', 'dna', 'etc', 'new', 'discuss']"
332266,same for olympus or not yet tldr is that 1 dollar personally onwed is not same as 1 dollar share in the same pot but with money whic cant be taken out,"['potcoin', 'pot']"
332294,check out here sir all eth security tools existingdefi dev roadmap,"['ether (also known as ethereum)', 'eth']"
332304,yep its just missing 5k votes to pass and the deadline is tomorrow 1030 am utc,"['coordinated universal time', 'utc']"
332316,i know its not defi but youre my most trusted group,"['decentralized finance', 'defi']"
332347,is this not just a function of time eth has years of state built up other l1s dont yet but my understanding is that theyll eventually encounter similar problems,"['ether (also known as ethereum)', 'eth']"
332365,hi guys maybe you know any of metric exchange devsi sent 30k usdt to contract by mistake,"['tether', 'usdt']"
332372,at least in my eyes beefy have built kind of reputation surviving that bcs shit storm from last year without any mishaps but yeah past performance does not imply future outcome and every new vault comes with risk and even yearn got rekt in the past of course i am seeing yearn above beefys league but their vaults just does not suit to all my plays also if you check out their wip beta platform you get much better informed about past and actual yield fees il hopefully they got it right cannot confirm with code myself basically all that flaws you mentioned sorry does not want sound like beefys shill didnt buy their tokens i am just lazy farming hoping to not get rekti am fully aware autocompounders add smart contract risk on the other hand they reduce other vulnerabilities you dont have to login into your wallet and do associated routine as when compounding manually and expose your funds to potential malware exploits etc,"['“wrecked” (meaning major losses)', 'rekt', 'ethereum classic', 'etc', 'eyes', 'beefy', 'built', 'kind', 'reputation', 'surviving', 'bcs', 'shit', 'storm', 'year', 'mishaps', 'yeah', 'past', 'performance', 'imply', 'future', 'outcome', 'new', 'vault', 'comes', 'risk', 'yearn', 'got', 'rekt', 'past', 'course', 'seeing', 'yearn', 'beefys', 'league', 'vaults', 'suit', 'plays', 'check', 'wip', 'beta', 'platform', 'better', 'informed', 'past', 'actual', 'yield', 'fees', 'il', 'hopefully', 'got', 'right', 'confirm', 'code', 'basically', 'flaws', 'mentioned', 'sorry', 'want', 'sound', 'like', 'beefys', 'shill', 'nt', 'buy', 'tokens', 'lazy', 'farming', 'hoping', 'rekti', 'fully', 'aware', 'autocompounders', 'add', 'smart', 'contract', 'risk', 'hand', 'reduce', 'vulnerabilities', 'nt', 'login', 'wallet', 'associated', 'routine', 'compounding', 'manually', 'expose', 'funds', 'potential', 'malware', 'exploits', 'etc']"
332373,these kinda answers are why this place really is the best hangout in all of defi,"['decentralized finance', 'defi']"
332399,low cap shillers if in defi sometimes bring interesting ideas not saying those are just comparing old defi brains mostly just shit in each others gardens,"['decentralized finance', 'defi', 'decentralized finance', 'defi', 'low', 'cap', 'shillers', 'defi', 'bring', 'interesting', 'ideas', 'saying', 'comparing', 'old', 'defi', 'brains', 'shit', 'gardens']"
332414,member when we used to make fun of eos for gubernance shenanigans like these i member,"['eos.io', 'eos']"
332416,cough bsc cardano ava etc coughimo most of the larger mcap chains even low mcap chains in cosmos ibc eco dont have a centralization issue yet,"['ethereum classic', 'etc']"
332419,imagine if eos launched a year ago would have been fucking huge,"['eos.io', 'eos']"
332430,juno dev for reference while im against whale harpooning via governance when a token gets sybiled or is bought up by bots this particular event was a stakedrop with tokens distributed to atom holders with a 50k whale cap per entityperson they split 2mm atoms into 50k accounts through insider information and consolidated after receiving the airdrop they were effectively recieving 11 of the chain rewards without ever investing anything on the chain i have to clarify that apparently they also ran a japanese ponzi sheme which invested early in atom and perhaps even apparently ran tg scamsthe actor could singlehandely drain the liquidity and rekt retail investors the governance vote was not even close and the whale is screwed as the unbonding period means his tokens are locked the bad actor would still keep 50k juno 2mm usd,"['“wrecked” (meaning major losses)', 'rekt']"
332439,anyone any idea why so high for usdt on aave polygon,"['tether', 'usdt']"
332459,harpooning whale sounds much cooler than stealing money ey d 100 teams fuckup they had quadratic multiple snaps etc that they now want to fix with second prop,"['ethereum classic', 'etc']"
332460,atom ico was in ethbtc several years ago icf still holds 1b in btc and eth so i think its very unlikely as juno was born in 2021 and the devs would have spent a fortune gamingbuying atoms only to receive a larger allocation when they could just have increased team allocation imo it was a very fair stakedrop distribution to the atom community for reference 50k atom was about 400k usd at the time of the snapshot and the airdropdistribuition was very whale friendly as the cap was 400k usdjuno had no vc investors and the distribuition was 100 via stakedrop,"['ether (also known as ethereum)', 'eth']"
332487,theres been other chad stuff launched in bear expecting some actually decent stuff to get shipped over the x years of defi bera market,"['decentralized finance', 'defi']"
332491,cryptoyieldinfo twitterincredible eth transaction at 12 gwei confirming after 213 daysno wonder cryptotwitter feels quietbullishfreddieraynoldsbase gas on ethereum hit 103 gwei this evening txs from august 2021 finally getting confirmed,"['ether (also known as ethereum)', 'eth']"
332539,does anyone have any predictions about fees on the eth l1 in 2 years would it be more than 100 gwei or less,"['ether (also known as ethereum)', 'eth']"
332577,i think l1 eth will be a place for institutional trader users will move to l2 ser,"['ether (also known as ethereum)', 'eth']"
332580,wouldnt this make eth less valuable,"['ether (also known as ethereum)', 'eth']"
332584,hm ok so on the one hand because eth only settles the net amount blockspace demand would decrease but assuming l2s facilitate new use cases and expand the addressable market thats an offsetting tailwind for blockspace demand,"['ether (also known as ethereum)', 'eth']"
332620,it really does bring into question solanas scalability of a single dash can crash it has anyone looked at its performance when you take out its consensus messages,"['dash', 'dash']"
332625,would love to see another defi wave,"['decentralized finance', 'defi']"
332633,useful if someone wants to fund their zk wallet for the gitcoin grant directly from polygon avoiding mainnet fees didnt try personally so dyorthis is still an alpha and works only with eth check their discord for supportfin,"['ether (also known as ethereum)', 'eth']"
332686,this is an open chatroom after all whatever you say will be dug up in four years by a caffeinated rekt writer looking for a story,"['“wrecked” (meaning major losses)', 'rekt']"
332709,for all defi researchersa great summary article about different amm models,"['decentralized finance', 'defi']"
332725,whats a good source for checking a tokens historical mc tlv etc,"['ethereum classic', 'etc']"
332760,luna is close to ath,"['all-time high', 'ath']"
332775,also do we have defi loan liquidators here in chat would love to learn more about the best practices in this area,"['decentralized finance', 'defi']"
332787,does anyone have a contact with kucoin looks like theyre doing the usual cex thing freezing the account not responding after extra kyc provided,"['know your customer', 'kyc']"
332794,any composable defi is sort of b2b too isnt it that includes many projects,"['decentralized finance', 'defi']"
332809,isnt it weird to escrow a bet to an individual what if he dies isnt there a defi protocol to do this with a chain link oracle or smth,"['decentralized finance', 'defi']"
332838,ct drama always fun right,"['crypto twitter', 'ct']"
332842,not on ct yawn,"['crypto twitter', 'ct']"
332850,actually quite a lot of good information threads being posted during bear instead of moon dogcoins scams overflooding ct during bull,"['crypto twitter', 'ct']"
332860,anyone else received emails from coinbases kyc team asking for an insane amount of information for additional account verification,"['know your customer', 'kyc']"
332861,til you can actually lose convex cvx rewards if you dont claim often enoughcvx rewards are paid out to you when you claim crv rewards in some pool and are equal to crv_rewards reduction_multiplier the reduction multiplier decreases in steps as each 01 of max supply 100 mil is mintedso suppose that you have 1000 unclaimed crv rewards and the current cvx supply is 50 mil this means that if you claim rewards you will get 1000 crv and 1000 1 05 500 cvx now suppose that youve decided not to claim and youve farmed 500 crv more but 166 mil cvx were minted by other farmers if you claim your 1500 crv you will get 1500 1 066 500 cvx the same as you would if you claimed earliertldr claim your convex rewards as often as feasible small cap farmers rekt as usual because they will either suffer from gas fees for claiming too often or from this implicit penalty for not claiming often enough,"['“wrecked” (meaning major losses)', 'rekt']"
332868,did they ask for proof of income pay slips other addresses etc etc,"['ethereum classic', 'etc', 'ethereum classic', 'etc', 'ask', 'proof', 'income', 'pay', 'slips', 'addresses', 'etc', 'etc']"
332871,that is normal though any fiat provider or semilegal centralized operator is and will ask more questions nothing new accept it or leave into the crazy west of selfcustody,"['conventional government-issued currency (e.g. us dollar, euro)', 'fiat']"
332875,kraken is less excessive than cb in that regard at least for now in case someone is looking for another fiat onoff ramp,"['conventional government-issued currency (e.g. us dollar, euro)', 'fiat']"
332881,y so much kyc,"['know your customer', 'kyc']"
332884,as all of it fake kyc aml rules they just ask for the same thing 2 times so technically a person should have sent the real info by then as such by default accept all that crap is flawed but ye if they ask u have to give simple,"['know your customer', 'kyc', 'anti-money laundering', 'aml', 'fake', 'kyc', 'aml', 'rules', 'ask', 'thing', '2', 'times', 'technically', 'person', 'sent', 'real', 'info', 'default', 'accept', 'crap', 'flawed', 'ye', 'ask', 'u', 'simple']"
332909,i dont know why i find their lack of tweet engagement so shocking considering they blanket banned like 95 of ct,"['crypto twitter', 'ct']"
332927,anyone know where to buy puts and calls on eth via defi,"['ether (also known as ethereum)', 'eth', 'decentralized finance', 'defi', 'know', 'buy', 'puts', 'calls', 'eth', 'defi']"
332937,hey guys just shared some thoughts on a correct hopefully apy calculation for 2token portfolios think univ3 univ2 curve etc id love to hear some thoughts from anyone whos interested in this topic,"['ethereum classic', 'etc']"
332987,defi is just learning a few tricks from the nft community,"['decentralized finance', 'defi']"
332991,hey this is defi and we dont know where the fuck we are headed and neither do you,"['decentralized finance', 'defi']"
333048,any other examples of a defi dao funding public goods,"['decentralized finance', 'defi']"
333069,does anyone know a bridge site where you could pay the blockchain fees for the transfer in the asset you plan to bridge such as erc20 matic for instance the swap in question is matic on eth to matic on polygon,"['ether (also known as ethereum)', 'eth']"
333080,sers anyone got an overview of non defi non nft ethereum protocols i mean stuff like ideamarket akashaethereumworld the non financial type protocols vitalik was talking about a while back,"['decentralized finance', 'defi']"
333082,if you are asking about non financial protocolsfor ethereum it has 0 sense atm because of fees users are paying for each txbtw there are governance tools on top of eth cryptography but working off chain like snapshot,"['ether (also known as ethereum)', 'eth']"
333087,also there are different pricing for public reports with announcersbadges on cmc and just pdf on the githubi noticed that audits are more about marketing now even crowdsourced bug bounties i personally trust morealso even solidity code is updates via sc migrations so any dapp update makes audit worthless,"['coinmarketcap', 'cmc']"
333088,right l2 protocols included curious about other types of protocols that benefit because of immutability transparency stuff around free press censorship resistance etc but also more social type stuff based on game theory reputation dynamics etc,"['ethereum classic', 'etc', 'ethereum classic', 'etc', 'right', 'l2', 'protocols', 'included', 'curious', 'types', 'protocols', 'benefit', 'immutability', 'transparency', 'stuff', 'free', 'press', 'censorship', 'resistance', 'etc', 'social', 'type', 'stuff', 'based', 'game', 'theory', 'reputation', 'dynamics', 'etc']"
333102,lobster any dubai residents or those who havestore funds over there what bank is the most crypto friendly bank to cash out to fiat i have a non crypto relatedlinked acct with hsbc but figure hsbc might ask for all tx history and tax me to oblivion so im cashing out in latin america via otc selling at a 25 rate what is the easiest waybank to go crypto fiat in the country with minimal tax implications,"['conventional government-issued currency (e.g. us dollar, euro)', 'fiat', 'conventional government-issued currency (e.g. us dollar, euro)', 'fiat', 'lobster', 'dubai', 'residents', 'havestore', 'funds', 'bank', 'crypto', 'friendly', 'bank', 'cash', 'fiat', 'non', 'crypto', 'relatedlinked', 'acct', 'hsbc', 'figure', 'hsbc', 'ask', 'tx', 'history', 'tax', 'oblivion', 'm', 'cashing', 'latin', 'america', 'otc', 'selling', '25', 'rate', 'easiest', 'waybank', 'crypto', 'fiat', 'country', 'minimal', 'tax', 'implications']"
333107,the property is in uae you probably need to check the aml etc requirements where the property is being purchased if it isnt uae it sounds like adding an unnecessary step if you have coming from an exchange or coming from a dubai account the local bank will probably ask questions regardless dubai just means potentially 2 banks asking you not familiar with latam but if the money hasnt been in the bank for a few months then some places require someone to sign off on the source of funds if you need a signoff for purchase then you can also just give that to your bank and should be finebut idk though,"['anti-money laundering', 'aml', 'ethereum classic', 'etc', 'property', 'uae', 'probably', 'need', 'check', 'aml', 'etc', 'requirements', 'property', 'purchased', 'nt', 'uae', 'sounds', 'like', 'adding', 'unnecessary', 'step', 'coming', 'exchange', 'coming', 'dubai', 'account', 'local', 'bank', 'probably', 'ask', 'questions', 'regardless', 'dubai', 'means', 'potentially', '2', 'banks', 'asking', 'familiar', 'latam', 'money', 'nt', 'bank', 'months', 'places', 'require', 'sign', 'source', 'funds', 'need', 'signoff', 'purchase', 'bank', 'finebut', 'idk']"
333123,i think this may be one of the exploiting addresses 21174 eth balance,"['ether (also known as ethereum)', 'eth']"
333131,how could i add liquidity correctly to uni v2heres the situation ive 1000 dai token and wanna add liquidity to ethusdc pair on uni v2theoretically i could convert 500dai to eth and another 500dai to usdcbut in general reserve ratio is not 11 on uniswap poolsso id like to know the correct way if possible pls share the solidity code,"['ether (also known as ethereum)', 'eth']"
333135,same community is organizing defi dubai every friday,"['decentralized finance', 'defi']"
333139,yeah coinsfera is pretty good but thats if youre looking for fiat or you want to buy real estate they could hook you up,"['conventional government-issued currency (e.g. us dollar, euro)', 'fiat']"
333207,contract creator proxy address last tx final ftm address same etherereum address funded by binance it has 350k in stables also swapped some stables for 150 eth sent them to this address and then to krakenthe proxy address also has some activity on ethereumnamely it was funded from ringalls86eth which itself was funded from coinbaseit also has a public active opensea page w socials,"['ether (also known as ethereum)', 'eth']"
333238,i would say the biggest risk would be to lps in case of chain being down delta hedging engine would be off for this to be impactful it would need to coincide with an extreme market price swing as well impact would depend on the open option contracts according to lyra docs without delta hedging most likely the lps would be extremely net short so to hurt lps this would likely need to coincide with a massive up move in underlyingif these events lined up and lps incurred any significant loss there is also the security pool on l1 that has a considerable amount of usdc and lyra which would be used to compensate lps,"['usd coin (stablecoin)', 'usdc']"
333248,all dex aggregators are off chain apis you cant easily spin your own frontend if theyll decide to geofence you on an api level,"['application programming interface', 'api']"
333251,0x api is open source though,"['application programming interface', 'api']"
333283,there is scaffold eth by ausitn otherwise not sure devs could throw a few more groups blz,"['ether (also known as ethereum)', 'eth']"
333373,read route 2fi or defi hedge useful tweets darren lau jason choi too,"['decentralized finance', 'defi']"
333387,crypto is in english and defi is in english i wont even bother doing non english crypto plus im sure it would boil down to translations work,"['decentralized finance', 'defi']"
333390,for defi i would agree main language is english for crypto i would strongly disagree as you have a bunch of projects that are targeting masses with onboarding approach in their products and the supportingeducating materials going with but yes if you consider your native language the main skill that you can apport at this day it limits you to wrtingtranslating however just an example the curation of a medium is one of the many great way to learn and onboard in a project without advanced devtech knowledge requirements but again best trick is read and learn then you gain knowledge you will want to practice and find a place because of this urge you ll find it anyway then may be at some point with enough confidence and experience you may want to go deeper and getting involved in a project,"['decentralized finance', 'defi']"
333407,what type of protocols would be best suited to me it seems to be newer rank 300 protocols a brand new protocol on tokemak might cause too much il and drain eth from the protocol of the general view that protocols involved with algo stables are most suited for curve wars,"['ether (also known as ethereum)', 'eth']"
333410,theres a good article somewhere on medium by the tokemak team which basically says curve is important for stablecoin projects to maintain the peg and tokemak is important because they can use tokemak to increase use cases for their stable by adding trading pairs across defi for their stable,"['decentralized finance', 'defi']"
333424,your defi dev roadmap looks really solid a nice balance of chooseyourownadventure and guidance to key papers perfect timing for me tbh tydo you know of any discussion groups or forums that go through the content do you see it developing in any interesting directions beyond the repo,"['decentralized finance', 'defi']"
333450,maybe more context blocktower is unwinding those positions they dont understand because i left and they dont have in house knowledge now both defi analysts also left,"['decentralized finance', 'defi']"
333453,avi is right the high probability of these operations is that the remaining people are not proficient in defi,"['decentralized finance', 'defi']"
333460,ouch berlin hardfork makes payableaddresstransferamount only provide 2300 gas but it costs 2600 gas to pay a gnosis safe so you gotta do eip2930 access list stuff to prepay the gas so ugly,"['technical analysis or trend analysis', 'ta']"
333492,they literally unwinded their whole defi portfolio within the past few departures,"['decentralized finance', 'defi']"
333524,i mean ok the 38 is 73 of the not for treasury tokens but its also not one entity its also the case for many daos look at defi,"['decentralized finance', 'defi']"
333537,the api key facilitating that has been revoked so its useless now but thats what it did,"['application programming interface', 'api']"
333572,apparently they are double down on freezing it while the guy was just trying to get attention for dev to treat it seriously like wtf this is defi and you get blacklisted for being early and selling your yield,"['decentralized finance', 'defi']"
333578,its a faster more storage efficient eth client,"['ether (also known as ethereum)', 'eth']"
333627,29 prs a new one from me think anyone would be up for going through those defi papers together maybe a like a little book clubive been summarising papers about decentralised collab as well daoistrycom also fundraising on gitcoin and im putting a reading group together so we each share highlights and summaries,"['decentralized finance', 'defi']"
333640,i view chainlink as the unifying oracle that can bring enterprises to use defi as well,"['decentralized finance', 'defi']"
333648,yep pretty much we optimise some parts through caching though on euler you can build your own batch transactions so you can deposit multiple assets borrow multiple assets take out a longshort position mint leverage etc etc in a single batch transaction from our ui you can save a tonne of gas doing this,"['ethereum classic', 'etc', 'ethereum classic', 'etc', 'yep', 'pretty', 'optimise', 'parts', 'caching', 'euler', 'build', 'batch', 'transactions', 'deposit', 'multiple', 'assets', 'borrow', 'multiple', 'assets', 'longshort', 'position', 'mint', 'leverage', 'etc', 'etc', 'single', 'batch', 'transaction', 'ui', 'save', 'tonne', 'gas']"
333656,wen lobster eli5 euler session,"['explain it like i’m 5', 'eli5']"
333661,tbh michael has been quite active and open to all the questions here 3 i would say he has been doing a long term eli5 p,"['explain it like i’m 5', 'eli5']"
333665,any time sir ask away well start doing more twitter spaces etc from next week once weve had an audit back this week and ready to move forward with some stuff,"['ethereum classic', 'etc']"
333666,euler community call on monday at 5 pm utc,"['coordinated universal time', 'utc']"
333671,havent you guys considered doing a multiple oracle setup for something like this like using univ3 as default but having a governanceenabled switch for well established coins that tenderly example is a usdc borrow which could switch it to chainlink or other provider,"['usd coin (stablecoin)', 'usdc']"
333684,14k gas iirc with the recent ahem cruft theyve added to the api still practically nothing compared an xswap,"['application programming interface', 'api']"
333694,anyone planning to go to eth amsterdam,"['ether (also known as ethereum)', 'eth']"
333700,but side tracking im hosting an after party on the 18th of april after the first day of eth ams its right next to the event location also right next to the amsterdam stock exchange can i dump gform in here,"['ether (also known as ethereum)', 'eth']"
333712,hi lobsters i tried to get some eth from kiln testnet faucet but it didnt work could you please tell me can i mine it,"['ether (also known as ethereum)', 'eth']"
333758,is this only 0006 eth in profit for that bot,"['ether (also known as ethereum)', 'eth']"
333782,is there an eli5 about what yearn does i feel like their docs assume you already have some idea about what yearn does while delving into it,"['explain it like i’m 5', 'eli5']"
333792,take your eth go to aave deposit and borrow against,"['ether (also known as ethereum)', 'eth']"
333795,is there anyone from big dapps like uni curve etc that use graph procotol who can speak about their thoughts on migration to graphs decentralized service like are users willing to pay for it and can we assess the speed at which things are moving over,"['ethereum classic', 'etc']"
333813,wait nothing was put in place to mitigate this no floating smth perminute reducing price etc,"['ethereum classic', 'etc']"
333890,usdc bonds at 083 so over 3x,"['usd coin (stablecoin)', 'usdc']"
333940,at these valuations its not anymore as easy indeed athough vc gps wont lose lps will be rekt likely who knows muh time horizon its their choices,"['“wrecked” (meaning major losses)', 'rekt']"
333959,but do u buy literally or just rent your usdc for x period,"['usd coin (stablecoin)', 'usdc']"
333960,likely that to get your usdc back you need to put stg back into pool,"['usd coin (stablecoin)', 'usdc']"
333961,so yes you get to rent usdc but to take back collateral you give underlying,"['usd coin (stablecoin)', 'usdc']"
334025,quickly from my understanding not an expert it takes the notion of evm precompiles and adds state access to it allowing more functionality for devs can diminish gas cost etc,"['ethereum classic', 'etc']"
334045,i dont like bean tbh the pod line is very ponzish,"['proof of developer', 'pod']"
334047,this is where the concept of trading the pod is interesting to me if you overlyconfident sowed while the line was already super booked thank you can still exit at a discount,"['proof of developer', 'pod']"
